"Date","Green_Returns","Brown_Returns"
2010-04-30,0.0397193176690647,0.0384705240118343
2010-05-31,-0.0697647940503597,-0.0667569246449704
2010-06-30,-0.0566995307571429,-0.0503749747218935
2010-07-31,0.0647576108678571,0.0789192623609467
2010-08-31,-0.0475196473785714,-0.0368852973235294
2010-09-30,0.105162033525,0.0949519486
2010-10-31,0.0378007981857143,0.0436478866882353
2010-11-30,0.0088410951,0.00681754258479532
2010-12-31,0.0704191903439716,0.0592066264210526
2011-01-31,0.0220079181201413,0.0283557273625731
2011-02-28,0.040020611180212,0.0331718390697674
2011-03-31,0.00941387808480565,0.0195061604885057
2011-04-30,0.0383769846219081,0.0345057399885058
2011-05-31,-0.00273369024381625,-0.0072312995862069
2011-06-30,-0.0190020321236749,-0.0159025275828571
2011-07-31,-0.0405325969434629,-0.03552772232
2011-08-31,-0.0588727728586572,-0.0561115732171429
2011-09-30,-0.0830465457632509,-0.0876018953011364
2011-10-31,0.12939612843662,0.134527571090909
2011-11-30,-0.00829025331929824,0.00496616639772727
2011-12-31,0.0110665987263158,-0.00286234560227273
2012-01-31,0.0739692726105263,0.0677810251306818
2012-02-29,0.0436126985087719,0.0390599191647727
2012-03-31,0.0404205083181818,0.015339510125
2012-04-30,-0.00601301213636364,0.00111973457062147
2012-05-31,-0.0663186915853659,-0.0495865328932584
2012-06-30,0.0291164453194444,0.031046456994382
2012-07-31,-0.00241704308333333,0.0154615648707865
2012-08-31,0.0355355528020833,0.0213702691460674
2012-09-30,0.0203532424409722,0.0234971279101124
2012-10-31,-0.0121964453715278,0.00176493204469274
2012-11-30,0.0191565664756944,0.0447706773854749
2012-12-31,0.0188902002222222,0.0173273462960894
2013-01-31,0.0705413029896194,0.0585091105722222
2013-02-28,0.0151998875,0.0202784207277778
2013-03-31,0.041619117537931,0.0504221852444444
2013-04-30,0.022549910862069,0.0101161333222222
2013-05-31,0.0325206580824742,0.00952709632777778
2013-06-30,-0.00902726640273038,-0.0142153637513812
2013-07-31,0.0557349963754266,0.0548861792983425
2013-08-31,-0.0245655208532423,-0.0246249629392265
2013-09-30,0.0493632040989761,0.0395118716464088
2013-10-31,0.0400134565085324,0.0485605024751381
2013-11-30,0.0253176336508475,0.0187240496353591
2013-12-31,0.0303196236779661,0.0278528788956044
2014-01-31,-0.0166942390644068,-0.0167640303351648
2014-02-28,0.0517292850881356,0.0493742203791209
2014-03-31,-0.00459354754237288,0.0109736043021978
2014-04-30,-0.0148032320912162,0.0119047969230769
2014-05-31,0.0278430351452703,0.0734302125934066
2014-06-30,0.0282315349496644,0.0247835476648352
2014-07-31,-0.0181286467558528,-0.030886371579235
2014-08-31,0.0466675012140468,0.0437157065464481
2014-09-30,-0.0206115674086379,0.0213793790382514
2014-10-31,0.0447429891688742,0.0265267157595628
2014-11-30,0.0389227980430464,0.068914303
2014-12-31,0.00439393154635762,0.00497080690163934
2015-01-31,-0.0193436119768212,-0.0214550620108696
2015-02-28,0.0664479498311258,0.099312307701087
2015-03-31,-0.00140933242715232,-0.009855574
2015-04-30,-0.00900814448844884,0.000922523565217391
2015-05-31,0.0215932738844884,0.00566304214673913
2015-06-30,-0.0137302653927393,-0.0199084931135135
2015-07-31,0.029463672252459,0.0820177523081081
2015-08-31,-0.055151454104918,-0.0594095696540541
2015-09-30,-0.0238359675934426,0.0440835987027027
2015-10-31,0.0718252118360656,0.0604100516182796
2015-11-30,0.0146481899409836,0.0893188425967742
2015-12-31,-0.0167385234721311,-0.0359513061129032
2016-01-31,-0.0674045011836066,0.0357465666182796
2016-02-29,0.00473029497704918,0.0119833161612903
2016-03-31,0.0733719758819672,0.0905366242513369
2016-04-30,0.00869953216721311,0.0881342506149733
2016-05-31,0.0292343652196721,0.0127041365721925
2016-06-30,-0.00668217480327869,0.00774233552941176
2016-07-31,0.0501931926405229,0.0321144432085562
2016-08-31,0.0157123416470588,-0.00956253390374332
2016-09-30,-0.00100776646732026,0.00146669104812834
2016-10-31,-0.0294043938921569,-0.0147684043048128
2016-11-30,0.044042191503268,0.0563260326137566
2016-12-31,0.0140604787941176,0.0971466107724868
2017-01-31,0.0290691795294118,0.0264138982169312
2017-02-28,0.0451418946862745,0.0185259438148148
2017-03-31,0.00427156391830065,-0.00106936557142857
2017-04-30,0.0158732975130719,0.0633870498994709
2017-05-31,0.0207253999771987,0.0024606266984127
2017-06-30,0.0129562196254072,0.00257270064021164
2017-07-31,0.0166681594039088,0.0801253763703704
2017-08-31,0.000819000778501629,-0.0115855273862434
2017-09-30,0.0280589160586319,0.0292144574391534
2017-10-31,0.024660230485342,0.0125020576613757
2017-11-30,0.0403871452801303,0.0338963028148148
2017-12-31,0.00204863524104235,0.0180273507619048
2018-01-31,0.0559602251986971,0.0310925541798942
2018-02-28,-0.0307696910521173,-0.054574080047619
2018-03-31,-0.00877152402931596,-0.00546417951851852
2018-04-30,-0.000550686,0.00562415768783069
2018-05-31,0.0228345783029316,0.0125092273968254
2018-06-30,0.0125501446221498,0.00797378893650794
2018-07-31,0.0300525900325733,0.0292065937989418
2018-08-31,0.03545446152443,0.00487424838624339
2018-09-30,0.00118394268403909,-0.00227432512698413
2018-10-31,-0.071670980742671,-0.0714238968730159
2018-11-30,0.0379859081270358,0.0203114661587302
2018-12-31,-0.0952957589967532,-0.104445221285714
2019-01-31,0.095940415211039,0.10295831989418
2019-02-28,0.0454406514253247,0.031797444962963
2019-03-31,0.0103956613354839,0.00166520780526316
2019-04-30,0.0468213772903226,0.0258174367210526
2019-05-31,-0.0566149633794212,-0.0796046780210526
2019-06-30,0.0734106427266881,0.0798691831842105
2019-07-31,0.0168546430385852,0.00133009752380952
2019-08-31,-0.0195294272572347,-0.037079292047619
2019-09-30,0.0195845705176849,0.0401648851164021
2019-10-31,0.0173664529967846,0.00856544257671958
2019-11-30,0.0423144612700965,0.0241252764391534
2019-12-31,0.0212856146881029,0.0352681733756614
2020-01-31,-0.000998141758842443,-0.0299618844920635
2020-02-29,-0.0760003683697749,-0.107972728661376
2020-03-31,-0.152621491942492,-0.220114968862434
2020-04-30,0.139863594115016,0.158265411412698
2020-05-31,0.0675413102875399,0.0375560516402116
2020-06-30,0.0153139025910543,0.011537833010582
2020-07-31,0.0589702199840256,0.0324345884444444
2020-08-31,0.0458807618498403,0.0498295326613757
2020-09-30,-0.0219559968881789,-0.0269407391957672
2020-10-31,-0.00951587185623003,-0.00255887898412698
2020-11-30,0.141673832626198,0.156734105169312
2020-12-31,0.0434566850415335,0.0343816734708995
2021-01-31,-0.0068051595686901,-0.00474366506349206
2021-02-28,0.0486813843833866,0.085617345989418
2021-03-31,0.0478487907603834,0.0674020468941799
2021-04-30,0.0520914297380192,0.0386799341640212
2021-05-31,0.0125287158121019,0.0264390063597884
2021-06-30,0.0131924519299363,-0.021320592973545
2021-07-31,0.0259932072356688,-0.0126578817989418
2021-08-31,0.0261424802707006,0.0135825377671958
2021-09-30,-0.0148643927515924,-0.0190979117195767
