Date,Returns,Stock
2014-08-31,0.019215545762864883,WCOD.L
2014-09-30,-0.031334348206186635,WCOD.L
2014-10-31,0.01193546638164067,WCOD.L
2014-11-30,0.05528754685292658,WCOD.L
2014-12-31,-0.004826302832370399,WCOD.L
2015-01-31,-0.01282632461190869,WCOD.L
2015-02-28,0.07718175321004694,WCOD.L
2015-03-31,-0.0063009304952796885,WCOD.L
2015-04-30,0.011534555994757945,WCOD.L
2015-05-31,0.008537228818058296,WCOD.L
2015-06-30,-0.009767206314803989,WCOD.L
2015-07-31,0.029291913891463794,WCOD.L
2015-08-31,-0.07010081004973379,WCOD.L
2015-09-30,-0.02192242603924144,WCOD.L
2015-10-31,0.08665383060567033,WCOD.L
2015-11-30,-0.00999009875042256,WCOD.L
2015-12-31,-0.02297135884092416,WCOD.L
2016-01-31,-0.06397326533801773,WCOD.L
2016-02-29,-0.0068149992110472235,WCOD.L
2016-03-31,0.06691906312387519,WCOD.L
2016-04-30,-6.735859691575641e-4,WCOD.L
2016-05-31,-0.0042742202704028065,WCOD.L
2016-06-30,-0.03749584742230172,WCOD.L
2016-07-31,0.06382605217391313,WCOD.L
2016-08-31,-0.002779107496456046,WCOD.L
2016-09-30,0.004590131147540921,WCOD.L
2016-10-31,-0.015828916965695772,WCOD.L
2016-11-30,0.026032166273183055,WCOD.L
2016-12-31,0.013251421679010278,WCOD.L
2017-01-31,0.023444944178628413,WCOD.L
2017-02-28,0.01979124263023979,WCOD.L
2017-03-31,0.023533037178085525,WCOD.L
2017-04-30,0.02776936233088323,WCOD.L
2017-05-31,0.012056973390875969,WCOD.L
2017-06-30,-0.004305956776401887,WCOD.L
2017-07-31,0.02046991435865908,WCOD.L
2017-08-31,-0.011583528746998306,WCOD.L
2017-09-30,0.024153236411226686,WCOD.L
2017-10-31,0.022048477697545144,WCOD.L
2017-11-30,0.03113050330776912,WCOD.L
2017-12-31,0.023834799991249822,WCOD.L
2018-01-31,0.07734097258147976,WCOD.L
2018-02-28,-0.017046889937724408,WCOD.L
2018-03-31,-0.031021031534465893,WCOD.L
2018-04-30,0.020166449214340965,WCOD.L
2018-05-31,-1.2357301399623655e-4,WCOD.L
2018-06-30,0.012109279624366698,WCOD.L
2018-07-31,0.010132999138908527,WCOD.L
2018-08-31,0.025139014385762826,WCOD.L
2018-09-30,0.00636642301344037,WCOD.L
2018-10-31,-0.09243202905342085,WCOD.L
2018-11-30,0.008390344432932961,WCOD.L
2018-12-31,-0.06579618367137274,WCOD.L
2019-01-31,0.08646198484724676,WCOD.L
2019-02-28,0.01563876907554551,WCOD.L
2019-03-31,0.013411176292342564,WCOD.L
2019-04-30,0.0520769513540007,WCOD.L
2019-05-31,-0.06860002329373405,WCOD.L
2019-06-30,0.07590343689124857,WCOD.L
2019-07-31,0.012552324500232359,WCOD.L
2019-08-31,-0.026974356589201998,WCOD.L
2019-09-30,0.017341064873944267,WCOD.L
2019-10-31,0.021683697163350946,WCOD.L
2019-11-30,0.018386153671546834,WCOD.L
2019-12-31,0.023849302402795036,WCOD.L
2020-01-31,-0.002285816865444268,WCOD.L
2020-02-29,-0.09415236333613941,WCOD.L
2020-03-31,-0.1205588611479913,WCOD.L
2020-04-30,0.16077796005357214,WCOD.L
2020-05-31,0.04530434060159649,WCOD.L
2020-06-30,0.050225802488167215,WCOD.L
2020-07-31,0.07791509605953384,WCOD.L
2020-08-31,0.11256222881107769,WCOD.L
2020-09-30,-0.023389121727363515,WCOD.L
2020-10-31,-0.02991376289543901,WCOD.L
2020-11-30,0.12410134082290325,WCOD.L
2020-12-31,0.06151132822320182,WCOD.L
2021-01-31,-0.0039635354108040755,WCOD.L
2021-02-28,3.183446029710879e-4,WCOD.L
2021-03-31,0.036200206282119396,WCOD.L
2021-04-30,0.050138188722135046,WCOD.L
2021-05-31,-0.008993273115646017,WCOD.L
2021-06-30,0.02235512862720057,WCOD.L
2021-07-31,0.004401991518972803,WCOD.L
2021-08-31,0.0010778129661050961,WCOD.L
2021-09-30,-0.016579329411048227,WCOD.L
2021-10-31,0.00598446924581908,WCOD.L
2009-03-31,0,WCOS.L
2009-04-30,0.04008010635366177,WCOS.L
2009-05-31,0.08521588132590052,WCOS.L
2009-06-30,0.011292295408165787,WCOS.L
2009-07-31,0.07229131687906243,WCOS.L
2009-08-31,0.01763656271841274,WCOS.L
2009-09-30,0.03898012293354114,WCOS.L
2009-10-31,0.020324388364303392,WCOS.L
2009-11-30,0.031860652305148784,WCOS.L
2009-12-31,0.009678924045712467,WCOS.L
2010-01-31,-0.014513303208756767,WCOS.L
2010-02-28,0.017390118275846245,WCOS.L
2010-03-31,0.03728424838290012,WCOS.L
2010-04-30,-0.01519102341771672,WCOS.L
2010-05-31,-0.06614768887325873,WCOS.L
2010-06-30,-0.0014558632607379884,WCOS.L
2010-07-31,0.05820670468543643,WCOS.L
2010-08-31,-0.007683725686925547,WCOS.L
2010-09-30,0.06995647893857804,WCOS.L
2010-10-31,0.026103008670658845,WCOS.L
2010-11-30,-0.02796836487598775,WCOS.L
2010-12-31,0.05104099538534412,WCOS.L
2011-01-31,-0.019663188734974857,WCOS.L
2011-02-28,0.027536746410860458,WCOS.L
2011-03-31,0.0068054389381715374,WCOS.L
2011-04-30,0.06581559553530836,WCOS.L
2011-05-31,0.017662343516562817,WCOS.L
2011-06-30,-0.02293904825484916,WCOS.L
2011-07-31,-0.002569098145734028,WCOS.L
2011-08-31,-0.015144083308122891,WCOS.L
2011-09-30,-0.046266180251851474,WCOS.L
2011-10-31,0.0550829248060094,WCOS.L
2011-11-30,0.0035850374195547374,WCOS.L
2011-12-31,0.015583524486844968,WCOS.L
2012-01-31,-0.009496827917730877,WCOS.L
2012-02-29,0.04585370233059716,WCOS.L
2012-03-31,0.02903094692043373,WCOS.L
2012-04-30,0.004455020111461927,WCOS.L
2012-05-31,-0.04389638563656262,WCOS.L
2012-06-30,0.044622827122120734,WCOS.L
2012-07-31,0.030054145670502797,WCOS.L
2012-08-31,0.00926016387115114,WCOS.L
2012-09-30,0.01127067461619391,WCOS.L
2012-10-31,-0.007077961928140697,WCOS.L
2012-11-30,0.02437956862882462,WCOS.L
2012-12-31,-0.013226056707539735,WCOS.L
2013-01-31,0.05474382905353181,WCOS.L
2013-02-28,0.02342068439072631,WCOS.L
2013-03-31,0.041293591348298575,WCOS.L
2013-04-30,0.03140604595452512,WCOS.L
2013-05-31,-0.03468463180212089,WCOS.L
2013-06-30,-0.015249449603162768,WCOS.L
2013-07-31,0.03952760205718775,WCOS.L
2013-08-31,-0.035371674838174605,WCOS.L
2013-09-30,0.03134481013776225,WCOS.L
2013-10-31,0.04584459012960185,WCOS.L
2013-11-30,0.005262711415511712,WCOS.L
2013-12-31,0.0068286473485263954,WCOS.L
2014-01-31,-0.05409705676543053,WCOS.L
2014-02-28,0.04957682379687545,WCOS.L
2014-03-31,0.011775927261773456,WCOS.L
2014-04-30,0.030577057691431708,WCOS.L
2014-05-31,0.019873224955325952,WCOS.L
2014-06-30,1.2254627454288958e-4,WCOS.L
2014-07-31,-0.031993701714420286,WCOS.L
2014-08-31,0.028880307025275442,WCOS.L
2014-09-30,-0.019347757190382286,WCOS.L
2014-10-31,0.017725170515926036,WCOS.L
2014-11-30,0.041848529042368465,WCOS.L
2014-12-31,-0.022387369540755375,WCOS.L
2015-01-31,0.012174938896905019,WCOS.L
2015-02-28,0.03704165825543626,WCOS.L
2015-03-31,-0.026882233809030542,WCOS.L
2015-04-30,0.012451882330128061,WCOS.L
2015-05-31,0.0011392935803198334,WCOS.L
2015-06-30,-0.023110808078175782,WCOS.L
2015-07-31,0.05191498916929671,WCOS.L
2015-08-31,-0.06173347147832586,WCOS.L
2015-09-30,0.0017857570197130634,WCOS.L
2015-10-31,0.06329095753021385,WCOS.L
2015-11-30,-0.011705751032193512,WCOS.L
2015-12-31,0.008969342920471801,WCOS.L
2016-01-31,-5.981164175683507e-4,WCOS.L
2016-02-29,-0.008353422582863756,WCOS.L
2016-03-31,0.05428065708925267,WCOS.L
2016-04-30,-0.0032451073948172038,WCOS.L
2016-05-31,0.004678689477606968,WCOS.L
2016-06-30,0.027869974381883766,WCOS.L
2016-07-31,0.00806972240154935,WCOS.L
2016-08-31,-0.009285910983029222,WCOS.L
2016-09-30,0.002585617240283833,WCOS.L
2016-10-31,-0.03401031592520953,WCOS.L
2016-11-30,-0.04688806941431667,WCOS.L
2016-12-31,0.02538518996446748,WCOS.L
2017-01-31,0.012463718627283571,WCOS.L
2017-02-28,0.04688030354131545,WCOS.L
2017-03-31,0.010953543461548199,WCOS.L
2017-04-30,0.014340376492682383,WCOS.L
2017-05-31,0.04602569902607612,WCOS.L
2017-06-30,-0.021474577052084554,WCOS.L
2017-07-31,0.005371362469529517,WCOS.L
2017-08-31,-0.002595115170352158,WCOS.L
2017-09-30,-0.005815672226242685,WCOS.L
2017-10-31,-0.001385437192118144,WCOS.L
2017-11-30,0.03468475305426999,WCOS.L
2017-12-31,0.018772287879252447,WCOS.L
2018-01-31,0.031003247470115403,WCOS.L
2018-02-28,-0.06950357446808508,WCOS.L
2018-03-31,-0.008841494171996644,WCOS.L
2018-04-30,-0.0178406039889637,WCOS.L
2018-05-31,-0.015659254619480145,WCOS.L
2018-06-30,0.02768052815781097,WCOS.L
2018-07-31,0.02848303493755533,WCOS.L
2018-08-31,-0.009632720962290287,WCOS.L
2018-09-30,0.005775014846503668,WCOS.L
2018-10-31,-0.016621305530371888,WCOS.L
2018-11-30,0.009526643837534099,WCOS.L
2018-12-31,-0.06042612240037282,WCOS.L
2019-01-31,0.04357683460230044,WCOS.L
2019-02-28,0.02840735884530754,WCOS.L
2019-03-31,0.03939622641509444,WCOS.L
2019-04-30,0.016845715945396522,WCOS.L
2019-05-31,-0.027135020116253794,WCOS.L
2019-06-30,0.04154424422947023,WCOS.L
2019-07-31,0.02071884542460034,WCOS.L
2019-08-31,0.010908616705567864,WCOS.L
2019-09-30,0.009971342712744358,WCOS.L
2019-10-31,-0.007032783147612021,WCOS.L
2019-11-30,0.009398011697030917,WCOS.L
2019-12-31,0.020105221967345877,WCOS.L
2020-01-31,0.0034391799851634097,WCOS.L
2020-02-29,-0.10044822040601109,WCOS.L
2020-03-31,-0.025351642009133757,WCOS.L
2020-04-30,0.050217950677553747,WCOS.L
2020-05-31,0.005869778263987824,WCOS.L
2020-06-30,0.01750634735250922,WCOS.L
2020-07-31,0.05329425243514496,WCOS.L
2020-08-31,0.03014602761508467,WCOS.L
2020-09-30,-0.00863733402088429,WCOS.L
2020-10-31,-0.03810142943819439,WCOS.L
2020-11-30,0.06975795404196439,WCOS.L
2020-12-31,0.028055099912930537,WCOS.L
2021-01-31,-0.034542078292368106,WCOS.L
2021-02-28,-0.028902521008403403,WCOS.L
2021-03-31,0.0685722338309811,WCOS.L
2021-04-30,0.024294527607361838,WCOS.L
2021-05-31,0.03581693647259532,WCOS.L
2021-06-30,-0.0077483287209823,WCOS.L
2021-07-31,0.016200442135177573,WCOS.L
2021-08-31,0.0053905492512775766,WCOS.L
2021-09-30,-0.03171350528343575,WCOS.L
2021-10-31,-3.5344015912919247e-4,WCOS.L
2009-02-28,0,WNRG.L
2009-03-31,0.04784676523268794,WNRG.L
2009-04-30,0.06759816864687362,WNRG.L
2009-05-31,0.14599304607712793,WNRG.L
2009-06-30,-0.05270333274013905,WNRG.L
2009-07-31,0.04393058869688682,WNRG.L
2009-08-31,0.018512371074197675,WNRG.L
2009-09-30,0.05391871239360535,WNRG.L
2009-10-31,0.019201611233271354,WNRG.L
2009-11-30,0.025817727331038487,WNRG.L
2009-12-31,0.011096050481349984,WNRG.L
2010-01-31,-0.054997374770166085,WNRG.L
2010-02-28,0.0029811313656129546,WNRG.L
2010-03-31,0.04218796470525743,WNRG.L
2010-04-30,0.021878989748102873,WNRG.L
2010-05-31,-0.1204651631528727,WNRG.L
2010-06-30,-0.06781887851895829,WNRG.L
2010-07-31,0.0938372996789234,WNRG.L
2010-08-31,-0.04235942004858162,WNRG.L
2010-09-30,0.10233763405488427,WNRG.L
2010-10-31,0.04663865516099386,WNRG.L
2010-11-30,0.013325980331473586,WNRG.L
2010-12-31,0.10006208006401973,WNRG.L
2011-01-31,0.062035733329024234,WNRG.L
2011-02-28,0.06373847990417447,WNRG.L
2011-03-31,0.005708039947115662,WNRG.L
2011-04-30,0.02359935292947224,WNRG.L
2011-05-31,-0.046337431719321476,WNRG.L
2011-06-30,-0.02539943212679885,WNRG.L
2011-07-31,0.002337511902061662,WNRG.L
2011-08-31,-0.096867480073297485,WNRG.L
2011-09-30,-0.1225191055386754,WNRG.L
2011-10-31,0.17010731375569388,WNRG.L
2011-11-30,-8.259244446239267e-4,WNRG.L
2011-12-31,-0.006123246083959644,WNRG.L
2012-01-31,0.023057062782547266,WNRG.L
2012-02-29,0.057562913458417686,WNRG.L
2012-03-31,-0.043005729824662775,WNRG.L
2012-04-30,-0.007666256818681716,WNRG.L
2012-05-31,-0.11827239569966497,WNRG.L
2012-06-30,0.05603304122267749,WNRG.L
2012-07-31,0.03334529507635331,WNRG.L
2012-08-31,0.031007437827107687,WNRG.L
2012-09-30,0.021508399498678887,WNRG.L
2012-10-31,-0.015900614755280262,WNRG.L
2012-11-30,-0.014940240989329556,WNRG.L
2012-12-31,0.007939275055261374,WNRG.L
2013-01-31,0.06111829240399924,WNRG.L
2013-02-28,-0.01743711987861607,WNRG.L
2013-03-31,0.009514824643700681,WNRG.L
2013-04-30,0.0028945725657310017,WNRG.L
2013-05-31,0.008341595515939382,WNRG.L
2013-06-30,-0.034557184262415275,WNRG.L
2013-07-31,0.05347455138091517,WNRG.L
2013-08-31,-0.008923394714639099,WNRG.L
2013-09-30,0.02611093229311079,WNRG.L
2013-10-31,0.03897919285722473,WNRG.L
2013-11-30,-0.0016888899896428944,WNRG.L
2013-12-31,0.029088127683800202,WNRG.L
2014-01-31,-0.06127484330627653,WNRG.L
2014-02-28,0.060828576406465995,WNRG.L
2014-03-31,0.02060580604212836,WNRG.L
2014-04-30,0.05702301234447771,WNRG.L
2014-05-31,0.008240567412885591,WNRG.L
2014-06-30,0.049010544427651404,WNRG.L
2014-07-31,-0.0400423651061278,WNRG.L
2014-08-31,0.018667757914815564,WNRG.L
2014-09-30,-0.07429856478575547,WNRG.L
2014-10-31,-0.051335677677471714,WNRG.L
2014-11-30,-0.08719751031758494,WNRG.L
2014-12-31,-0.011466059804234874,WNRG.L
2015-01-31,-0.054045085214545874,WNRG.L
2015-02-28,0.051969974136685027,WNRG.L
2015-03-31,-0.036086780231252336,WNRG.L
2015-04-30,0.08659345914243688,WNRG.L
2015-05-31,-0.0535416376643032,WNRG.L
2015-06-30,-0.038878962849660637,WNRG.L
2015-07-31,-0.06169990603065023,WNRG.L
2015-08-31,-0.05675538909005429,WNRG.L
2015-09-30,-0.07339415287367623,WNRG.L
2015-10-31,0.1090895450898941,WNRG.L
