Date,Close
2018-05-31,1699.800048828125
2018-06-30,1777.43994140625
2018-07-31,2012.7099609375
2018-08-31,2003.0
2018-09-30,1598.010009765625
2018-10-31,1690.1700439453125
2018-11-30,1501.969970703125
2018-12-31,1718.72998046875
2019-01-31,1639.8299560546875
2019-02-28,1780.75
2019-03-31,1926.52001953125
2019-04-30,1775.0699462890625
2019-05-31,1893.6300048828125
2019-06-30,1866.780029296875
2019-07-31,1776.2900390625
2019-08-31,1735.9100341796875
2019-09-30,1776.6600341796875
2019-10-31,1800.800048828125
2019-11-30,1847.8399658203125
2019-12-31,2008.719970703125
2020-01-31,1883.75
2020-02-29,1949.719970703125
2020-03-31,2474.0
2020-04-30,2442.3701171875
2020-05-31,2758.820068359375
2020-06-30,3164.679931640625
2020-07-31,3450.9599609375
2020-08-31,3148.72998046875
2020-09-30,3036.14990234375
2020-10-31,3168.0400390625
2020-11-30,3256.929931640625
2020-12-31,3206.199951171875
2021-01-31,3092.929931640625
2021-02-28,3094.080078125
2021-03-31,3467.419921875
2021-04-30,3223.070068359375
2021-05-31,3440.159912109375
2021-06-30,3327.590087890625
2021-07-31,3293.969970703125
