Date,Close
1997-05-31,1.5416669845581055
1997-06-30,2.3958330154418945
1997-07-31,2.3385419845581055
1997-08-31,4.3385419845581055
1997-09-30,5.0833330154418945
1997-10-31,4.125
1997-11-30,5.0208330154418945
1997-12-31,4.9166669845581055
1998-01-31,6.4166669845581055
1998-02-28,7.127604007720947
1998-03-31,7.6458330154418945
1998-04-30,7.34375
1998-05-31,16.625
1998-06-30,18.479167938232422
1998-07-31,13.958333015441895
1998-08-31,18.604167938232422
1998-09-30,21.072917938232422
1998-10-31,32.0
1998-11-30,53.54166793823242
1998-12-31,58.46875
1999-01-31,64.0625
1999-02-28,86.09375
1999-03-31,86.03125
1999-04-30,59.375
1999-05-31,62.5625
1999-06-30,50.03125
1999-07-31,62.1875
1999-08-31,79.9375
1999-09-30,70.625
1999-10-31,85.0625
1999-11-30,76.125
1999-12-31,64.5625
2000-01-31,68.875
2000-02-29,67.0
2000-03-31,55.1875
2000-04-30,48.3125
2000-05-31,36.3125
2000-06-30,30.125
2000-07-31,41.5
2000-08-31,38.4375
2000-09-30,36.625
2000-10-31,24.6875
2000-11-30,15.5625
2000-12-31,17.3125
2001-01-31,10.1875
2001-02-28,10.229999542236328
2001-03-31,15.779999732971191
2001-04-30,16.690000534057617
2001-05-31,14.149999618530273
2001-06-30,12.489999771118164
2001-07-31,8.9399995803833
2001-08-31,5.96999979019165
2001-09-30,6.980000019073486
2001-10-31,11.319999694824219
2001-11-30,10.819999694824219
2001-12-31,14.1899995803833
2002-01-31,14.100000381469727
2002-02-28,14.300000190734863
2002-03-31,16.690000534057617
2002-04-30,18.229999542236328
2002-05-31,16.25
2002-06-30,14.449999809265137
2002-07-31,14.9399995803833
2002-08-31,15.930000305175781
2002-09-30,19.360000610351562
2002-10-31,23.350000381469727
2002-11-30,18.889999389648438
2002-12-31,21.850000381469727
2003-01-31,22.010000228881836
2003-02-28,26.030000686645508
2003-03-31,28.690000534057617
2003-04-30,35.88999938964844
2003-05-31,36.31999969482422
2003-06-30,41.63999938964844
2003-07-31,46.31999969482422
2003-08-31,48.43000030517578
2003-09-30,54.43000030517578
2003-10-31,53.970001220703125
2003-11-30,52.619998931884766
2003-12-31,50.400001525878906
2004-01-31,43.0099983215332
2004-02-29,43.279998779296875
2004-03-31,43.599998474121094
2004-04-30,48.5
2004-05-31,54.400001525878906
2004-06-30,38.91999816894531
2004-07-31,38.13999938964844
2004-08-31,40.86000061035156
2004-09-30,34.130001068115234
2004-10-31,39.68000030517578
2004-11-30,44.290000915527344
2004-12-31,43.220001220703125
2005-01-31,35.18000030517578
2005-02-28,34.27000045776367
2005-03-31,32.36000061035156
2005-04-30,35.5099983215332
2005-05-31,33.09000015258789
2005-06-30,45.150001525878906
2005-07-31,42.70000076293945
2005-08-31,45.29999923706055
2005-09-30,39.86000061035156
2005-10-31,48.459999084472656
2005-11-30,47.150001525878906
2005-12-31,44.81999969482422
2006-01-31,37.439998626708984
2006-02-28,36.529998779296875
2006-03-31,35.209999084472656
2006-04-30,34.61000061035156
2006-05-31,38.68000030517578
2006-06-30,26.889999389648438
2006-07-31,30.829999923706055
2006-08-31,32.119998931884766
2006-09-30,38.09000015258789
2006-10-31,40.34000015258789
2006-11-30,39.459999084472656
2006-12-31,37.66999816894531
2007-01-31,39.13999938964844
2007-02-28,39.790000915527344
2007-03-31,61.33000183105469
2007-04-30,69.13999938964844
2007-05-31,68.41000366210938
2007-06-30,78.54000091552734
2007-07-31,79.91000366210938
2007-08-31,93.1500015258789
2007-09-30,89.1500015258789
2007-10-31,90.55999755859375
2007-11-30,92.63999938964844
2007-12-31,77.69999694824219
2008-01-31,64.47000122070312
2008-02-29,71.30000305175781
2008-03-31,78.62999725341797
2008-04-30,81.62000274658203
2008-05-31,73.33000183105469
2008-06-30,76.33999633789062
2008-07-31,80.80999755859375
2008-08-31,72.76000213623047
2008-09-30,57.2400016784668
2008-10-31,42.70000076293945
2008-11-30,51.279998779296875
2008-12-31,58.81999969482422
2009-01-31,64.79000091552734
2009-02-28,73.44000244140625
2009-03-31,80.5199966430664
2009-04-30,77.98999786376953
2009-05-31,83.66000366210938
2009-06-30,85.76000213623047
2009-07-31,81.19000244140625
2009-08-31,93.36000061035156
2009-09-30,118.80999755859375
2009-10-31,135.91000366210938
2009-11-30,134.52000427246094
2009-12-31,125.41000366210938
2010-01-31,118.4000015258789
2010-02-28,135.77000427246094
2010-03-31,137.10000610351562
2010-04-30,125.45999908447266
2010-05-31,109.26000213623047
2010-06-30,117.88999938964844
2010-07-31,124.83000183105469
2010-08-31,157.05999755859375
2010-09-30,165.22999572753906
2010-10-31,175.39999389648438
2010-11-30,180.0
2010-12-31,169.63999938964844
2011-01-31,173.2899932861328
2011-02-28,180.1300048828125
2011-03-31,195.80999755859375
2011-04-30,196.69000244140625
2011-05-31,204.49000549316406
2011-06-30,222.52000427246094
2011-07-31,215.22999572753906
2011-08-31,216.22999572753906
2011-09-30,213.50999450683594
2011-10-31,192.2899932861328
2011-11-30,173.10000610351562
2011-12-31,194.44000244140625
2012-01-31,179.69000244140625
2012-02-29,202.50999450683594
2012-03-31,231.89999389648438
2012-04-30,212.91000366210938
2012-05-31,228.35000610351562
2012-06-30,233.3000030517578
2012-07-31,248.27000427246094
2012-08-31,254.32000732421875
2012-09-30,232.88999938964844
2012-10-31,252.0500030517578
2012-11-30,250.8699951171875
2012-12-31,265.5
2013-01-31,264.2699890136719
2013-02-28,266.489990234375
2013-03-31,253.80999755859375
2013-04-30,269.20001220703125
2013-05-31,277.69000244140625
2013-06-30,301.2200012207031
2013-07-31,280.9800109863281
2013-08-31,312.6400146484375
2013-09-30,364.0299987792969
2013-10-31,393.6199951171875
2013-11-30,398.7900085449219
2013-12-31,358.69000244140625
2014-01-31,362.1000061035156
2014-02-28,336.3699951171875
2014-03-31,304.1300048828125
2014-04-30,312.54998779296875
2014-05-31,324.7799987792969
2014-06-30,312.989990234375
2014-07-31,339.0400085449219
2014-08-31,322.44000244140625
2014-09-30,305.4599914550781
2014-10-31,338.6400146484375
2014-11-30,310.3500061035156
2014-12-31,354.5299987792969
2015-01-31,380.1600036621094
2015-02-28,372.1000061035156
2015-03-31,421.7799987792969
2015-04-30,429.2300109863281
2015-05-31,434.0899963378906
2015-06-30,536.1500244140625
2015-07-31,512.8900146484375
2015-08-31,511.8900146484375
2015-09-30,625.9000244140625
2015-10-31,664.7999877929688
2015-11-30,675.8900146484375
2015-12-31,587.0
2016-01-31,552.52001953125
2016-02-29,593.6400146484375
2016-03-31,659.5900268554688
2016-04-30,722.7899780273438
2016-05-31,715.6199951171875
2016-06-30,758.8099975585938
2016-07-31,769.1599731445312
2016-08-31,837.3099975585938
2016-09-30,789.8200073242188
2016-10-31,750.5700073242188
2016-11-30,749.8699951171875
2016-12-31,823.47998046875
2017-01-31,845.0399780273438
2017-02-28,886.5399780273438
2017-03-31,924.989990234375
2017-04-30,994.6199951171875
2017-05-31,968.0
2017-06-30,987.780029296875
2017-07-31,980.5999755859375
2017-08-31,961.3499755859375
2017-09-30,1105.280029296875
2017-10-31,1176.75
2017-11-30,1169.469970703125
2017-12-31,1450.8900146484375
2018-01-31,1512.449951171875
2018-02-28,1447.3399658203125
2018-03-31,1566.1300048828125
2018-04-30,1629.6199951171875
